id,name,web_name,team,team_id,position,cost,total_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,selected_by_percent,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,fdr_attack,fdr_defence,fdr_overall,fixtures_count,team_strength_attack,team_strength_defence,next_opponent,next_fixture_home,next_fixture_fdr,minutes_per_game,cost_efficiency,form_per_cost,fdr_adjusted_form,fdr_value_score,position_encoded,data_validation_warnings,transfer_risk,unavailable_player
527,Taiwo Awoniyi,Awoniyi,Nott'm Forest,16,Forward,5.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2439,6402,2439,6402,2.0,1.8,2.0,5,1190.0,1180.0,Crystal Palace,False,2,0.0,0.0,0.0,0.0,0.0,4,0,low,False
669,Dan Ndoye,Ndoye,Nott'm Forest,16,Midfielder,6.0,9,9.0,9.0,78,1,0,0,1,0,0,0,0,0,0,2,29,32.2,0.8,27.0,6.0,0.4,1.5,1.5,10645,2458,10645,2458,2.0,1.8,2.0,5,1190.0,1180.0,Crystal Palace,False,2,2.0526315789473686,1.5,1.5,7.2,1.2,3,0,low,False
675,Angus Gunn,Gunn,Nott'm Forest,16,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,4479,3301,4479,3301,2.0,1.8,2.0,5,1190.0,1180.0,Crystal Palace,False,2,0.0,0.0,0.0,0.0,0.0,1,0,low,False
252,Marc Guiu Paz,Marc Guiu,Sunderland,17,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,45313,49924,45313,49924,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,4,0,low,False
528,Anthony Patterson,Patterson,Sunderland,17,Goalkeeper,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1054,2484,1054,2484,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,1,0,low,False
529,Simon Moore,Moore,Sunderland,17,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,903,1273,903,1273,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,1,0,low,False
530,Blondy Nna Noukeu,Nna Noukeu,Sunderland,17,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,148,381,148,381,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,1,0,low,False
531,Daniel Ballard,Ballard,Sunderland,17,Defender,4.5,17,17.0,17.0,90,1,0,1,0,0,0,0,0,0,0,3,54,69.6,0.5,64.0,13.4,2.6,3.8,3.8,180467,6786,180467,6786,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,3.7777777777777777,3.7777777777777777,13.6,3.022222222222222,2,0,low,False
532,Trai Hume,Hume,Sunderland,17,Defender,4.5,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,25,15.2,15.8,2.0,3.3,0.2,1.3,1.3,3340,856,3340,856,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,1.3333333333333333,1.3333333333333333,4.8,1.0666666666666667,2,0,low,False
533,Aji Alese,Alese,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,35,29,35,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
534,Joe Anderson,Anderson,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1026,2178,1026,2178,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
535,Dennis Cirkin,Cirkin,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,193,23,193,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
536,Leo Fuhr Hjelde,Hjelde,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,37,15,37,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
537,Niall Huggins,Huggins,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,303,919,303,919,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
538,Zak Johnson,Johnson,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,389,952,389,952,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
539,Luke O'Nien,O'Nien,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,156,86,156,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
540,Timothée Pembélé,Pembele,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,335,877,335,877,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
541,Reinildo Mandava,Reinildo,Sunderland,17,Defender,4.0,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,7.6,1.5,1.5,71291,12191,71291,12191,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,1.5,1.5,4.8,1.2,2,0,low,False
542,Jenson Seelt,Seelt,Sunderland,17,Defender,4.0,1,1.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,0.3,0.2,0.2,842,1619,842,1619,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,1.368421052631579,0.25,0.25,0.8,0.2,2,0,low,False
543,Simon Adingra,Adingra,Sunderland,17,Midfielder,5.5,6,6.0,6.0,75,0,1,1,0,0,0,0,0,0,0,0,12,0.0,14.5,6.0,2.0,1.7,1.1,1.1,15170,6741,15170,6741,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,1.9736842105263157,1.0909090909090908,1.0909090909090908,4.8,0.8727272727272727,3,0,low,False
544,Habib Diarra,Diarra,Sunderland,17,Midfielder,5.5,3,3.0,3.0,90,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,0.1,0.5,0.5,682,595,682,595,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,0.5454545454545454,0.5454545454545454,2.4,0.43636363636363634,3,0,low,False
545,Patrick Roberts,Roberts,Sunderland,17,Midfielder,5.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,462,58,462,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
546,Milan Aleksić,Aleksić,Sunderland,17,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,283,55,283,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
547,Enzo Le Fée,E.Le Fée,Sunderland,17,Midfielder,5.0,1,1.0,1.0,14,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0.4,0.2,0.2,301,3100,301,3100,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.3684210526315789,0.2,0.2,0.8,0.16,3,0,low,False
548,Romaine Mundle,Mundle,Sunderland,17,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,127,11,127,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
549,Dan Neil,Neil,Sunderland,17,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,288,36,288,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
550,Ian Poveda-Ocampo,Poveda,Sunderland,17,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,195,16,195,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
551,Chris Rigg,Rigg,Sunderland,17,Midfielder,5.0,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.1,0.2,0.2,66,430,66,430,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.02631578947368421,0.2,0.2,0.8,0.16,3,0,low,False
552,Noah Sadiki,Sadiki,Sunderland,17,Midfielder,5.0,3,3.0,3.0,90,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,0.0,0.6,0.6,343,216,343,216,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,0.6,0.6,2.4,0.48,3,0,low,False
553,Chemsdine Talbi,Talbi,Sunderland,17,Midfielder,5.0,6,6.0,6.0,90,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0.2,1.2,1.2,8096,1685,8096,1685,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,1.2,1.2,4.8,0.96,3,0,low,False
554,Abdoullah Ba,Ba,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,758,1600,758,1600,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
555,Alan Browne,Browne,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,397,639,397,639,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
556,Pierre Ekwah Elimby,Ekwah,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,376,0,376,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
557,Harrison Jones,H.Jones,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,236,421,236,421,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
558,Jay Matete,Matete,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,960,1620,960,1620,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
559,Nectarios Triantis,Triantis,Sunderland,17,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,155,380,155,380,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,3,0,low,False
560,Wilson Isidor,Isidor,Sunderland,17,Forward,5.5,5,5.0,5.0,14,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,0.3,0.9,0.9,4712,1507,4712,1507,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.3684210526315789,0.9090909090909091,0.9090909090909091,4.0,0.7272727272727273,4,0,low,False
561,Eliezer Mayenda Dossou,Mayenda,Sunderland,17,Forward,5.5,8,8.0,8.0,75,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0.9,1.5,1.5,47788,6120,47788,6120,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,1.9736842105263157,1.4545454545454546,1.4545454545454546,6.4,1.1636363636363636,4,0,low,False
562,Ahmed Abdullahi,Abdullahi,Sunderland,17,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1462,3201,1462,3201,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,4,0,low,False
563,Luís Hemir Silva Semedo,Luís Hemir,Sunderland,17,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,494,1048,494,1048,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,4,0,low,False
564,Nazarii Rusyn,Rusyn,Sunderland,17,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,584,1275,584,1275,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,4,0,low,False
668,Granit Xhaka,Xhaka,Sunderland,17,Midfielder,5.0,3,3.0,3.0,90,0,0,1,0,0,0,0,0,0,0,0,10,15.4,31.8,0.0,4.7,2.9,0.6,0.6,13018,11714,13018,11714,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,0.6,0.6,2.4,0.48,3,0,low,False
670,Robin Roefs,Roefs,Sunderland,17,Goalkeeper,4.5,8,8.0,8.0,90,0,0,1,0,0,0,0,0,0,4,1,31,30.0,0.0,0.0,3.0,0.6,1.8,1.8,23601,2791,23601,2791,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,2.3684210526315788,1.7777777777777777,1.7777777777777777,6.4,1.422222222222222,1,0,low,False
678,Arthur Masuaku,Masuaku,Sunderland,17,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4884,2385,4884,2385,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.0,0.0,0.0,0.0,0.0,2,0,low,False
683,Omar Alderete,Alderete,Sunderland,17,Defender,4.0,4,4.0,4.0,37,0,1,0,0,0,0,0,0,0,0,0,15,30.0,14.4,0.0,4.4,1.1,1.0,1.0,17792,4256,17792,4256,1.8,2.4,2.0,5,1050.0,1050.0,Burnley,False,1,0.9736842105263158,1.0,1.0,3.2,0.8,2,0,low,False
565,Guglielmo Vicario,Vicario,Spurs,18,Goalkeeper,5.0,9,9.0,9.0,90,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,4.4,1.8,1.8,17306,16597,17306,16597,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.8,1.8,6.839999999999999,1.3679999999999999,1,0,low,False
566,Brandon Austin,Austin,Spurs,18,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,395,778,395,778,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,1,0,low,False
567,Antonín Kinský,Kinsky,Spurs,18,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1458,5143,1458,5143,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,1,0,low,False
568,Pedro Porro Sauceda,Pedro Porro,Spurs,18,Defender,5.5,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,26,21.2,42.8,1.0,6.5,22.5,1.1,1.1,51840,46815,51840,46815,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.0909090909090908,1.0909090909090908,4.56,0.8290909090909089,2,0,low,False
569,Cristian Romero,Romero,Spurs,18,Defender,5.0,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,22,18.0,1.4,6.0,2.5,3.7,1.2,1.2,15825,14082,15825,14082,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.2,1.2,4.56,0.9119999999999999,2,0,low,False
570,Kevin Danso,Danso,Spurs,18,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,501,2205,501,2205,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
571,Ben Davies,Davies,Spurs,18,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,177,675,177,675,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
572,Radu Drăgușin,Dragusin,Spurs,18,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,61,31,61,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
573,Djed Spence,Spence,Spurs,18,Defender,4.5,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,26,10.0,5.8,22.0,3.8,1.3,1.3,1.3,8419,4626,8419,4626,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.3333333333333333,1.3333333333333333,4.56,1.0133333333333332,2,0,low,False
574,Destiny Udogie,Udogie,Spurs,18,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,157,16456,157,16456,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
575,Micky van de Ven,Van de Ven,Spurs,18,Defender,4.5,6,6.0,6.0,90,0,0,1,0,0,0,0,0,0,0,0,27,11.6,1.0,14.0,2.7,27.7,1.3,1.3,73474,37963,73474,37963,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.3333333333333333,1.3333333333333333,4.56,1.0133333333333332,2,0,low,False
576,Ashley Phillips,Phillips,Spurs,18,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,421,0,421,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
577,Takai Kōta,Takai,Spurs,18,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,49,1277,49,1277,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
578,Luka Vušković,Vuskovic,Spurs,18,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1852,5514,1852,5514,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,2,0,low,False
579,Son Heung-min,Son,Spurs,18,Midfielder,8.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,11283,0,11283,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
580,Brennan Johnson,Johnson,Spurs,18,Midfielder,7.0,8,8.0,8.0,79,1,0,1,0,0,0,0,0,0,0,0,30,40.4,27.1,20.0,8.8,3.1,1.1,1.1,9223,13320,9223,13320,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.0789473684210527,1.1428571428571428,1.1428571428571428,6.08,0.8685714285714285,3,0,low,False
581,James Maddison,Maddison,Spurs,18,Midfielder,7.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,49,6752,49,6752,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
582,Mohammed Kudus,Kudus,Spurs,18,Midfielder,6.5,10,10.0,10.0,84,0,2,1,0,0,0,0,0,0,0,1,35,45.4,74.0,11.0,13.0,26.4,1.5,1.5,156748,40208,156748,40208,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.210526315789474,1.5384615384615385,1.5384615384615385,7.6,1.169230769230769,3,0,low,False
583,Dejan Kulusevski,Kulusevski,Spurs,18,Midfielder,6.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,221,41,221,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
584,Mathys Tel,Tel,Spurs,18,Midfielder,6.5,1,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.1,0.2,0.2,234,1902,234,1902,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.13157894736842105,0.15384615384615385,0.15384615384615385,0.76,0.11692307692307694,3,0,low,False
585,Rodrigo Bentancur,Bentancur,Spurs,18,Midfielder,5.5,1,1.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.8,0.0,0.6,0.2,0.2,0.2,456,1653,456,1653,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.5,0.18181818181818182,0.18181818181818182,0.76,0.13818181818181818,3,0,low,False
586,Lucas Bergvall,Bergvall,Spurs,18,Midfielder,5.5,3,3.0,3.0,79,0,0,1,0,0,0,0,0,0,0,0,13,10.4,3.3,33.0,4.7,0.2,0.5,0.5,495,1086,495,1086,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.0789473684210527,0.5454545454545454,0.5454545454545454,2.28,0.41454545454545444,3,0,low,False
587,Yves Bissouma,Bissouma,Spurs,18,Midfielder,5.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,324,1740,324,1740,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
588,Wilson Odobert,Odobert,Spurs,18,Midfielder,5.5,1,1.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.5,0.0,1.3,0.0,0.2,0.2,65,450,65,450,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.2631578947368421,0.18181818181818182,0.18181818181818182,0.76,0.13818181818181818,3,0,low,False
589,Manor Solomon,Solomon,Spurs,18,Midfielder,5.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,272,10,272,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
590,Bryan Gil Salvatierra,Bryan,Spurs,18,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,66,392,66,392,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
591,Archie Gray,Gray,Spurs,18,Midfielder,5.0,3,3.0,3.0,70,0,0,1,0,0,0,0,0,0,0,0,13,3.6,3.0,2.0,0.9,0.1,0.6,0.6,531,1007,531,1007,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,1.8421052631578947,0.6,0.6,2.28,0.45599999999999996,3,0,low,False
592,Mikey Moore,Moore,Spurs,18,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,206,0,206,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
593,Pape Matar Sarr,P.M.Sarr,Spurs,18,Midfielder,5.0,6,6.0,6.0,90,0,1,1,0,0,0,0,0,0,0,0,29,33.2,18.7,2.0,5.4,2.8,1.2,1.2,15670,13998,15670,13998,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,2.3684210526315788,1.2,1.2,4.56,0.9119999999999999,3,0,low,False
594,Yang Min-hyeok,Min-hyeok,Spurs,18,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,723,0,723,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
595,Callum Olusesi,Olusesi,Spurs,18,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,591,1450,591,1450,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.0,0.0,0.0,0.0,0.0,3,0,low,False
596,Dominic Solanke-Mitchell,Solanke,Spurs,18,Forward,7.5,1,1.0,1.0,19,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,6.0,0.8,4.3,0.1,0.1,5566,60404,5566,60404,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,0.5,0.13333333333333333,0.13333333333333333,0.76,0.10133333333333332,4,0,low,False
597,Richarlison de Andrade,Richarlison,Spurs,18,Forward,6.5,13,13.0,13.0,71,2,0,1,0,0,0,0,0,0,0,3,61,73.6,0.5,80.0,15.4,4.1,2.0,2.0,149860,18062,149860,18062,2.0,2.8,2.2,5,1100.0,1205.0,Man City,False,3,1.868421052631579,2.0,2.0,9.879999999999999,1.52,4,0,low,False
