id,name,web_name,team,position,cost,total_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,selected_by_percent,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,minutes_per_game,cost_efficiency,form_per_cost,position_encoded
80,Luis Sinisterra,Sinisterra,Bournemouth,Midfielder,4.8,23,0.0,1.9,229,1,1,0,4,0,0,0,0,0,0,2,90,112.0,115.3,195.0,42.3,0.1,0.0,4.8,69200,83138,0,0,6.026315789473684,4.791666666666667,0.0,3.0
81,Adam Smith,Smith,Bournemouth,Defender,4.4,57,3.5,2.3,1586,0,0,6,18,0,0,0,7,0,0,0,161,181.8,147.2,24.0,35.0,0.1,0.8,13.0,31246,41429,0,0,41.73684210526316,12.954545454545453,0.7954545454545454,2.0
83,Marcus Tavernier,Tavernier,Bournemouth,Midfielder,5.4,87,2.5,3.0,1932,3,7,4,29,0,0,0,6,0,0,4,362,447.0,664.8,442.0,155.4,0.2,0.5,16.1,128336,130723,0,0,50.8421052631579,16.11111111111111,0.4629629629629629,3.0
84,Mark Travers,Travers,Bournemouth,Goalkeeper,4.4,19,0.0,3.8,450,0,0,1,5,0,0,0,0,0,20,1,76,146.4,0.0,0.0,14.6,0.1,0.0,4.3,19149,28730,0,0,11.842105263157896,4.3181818181818175,0.0,1.0
85,Illia Zabarnyi,Zabarnyi,Bournemouth,Defender,4.4,94,6.0,2.6,3109,0,1,8,42,0,0,0,4,1,0,8,429,651.4,177.0,88.0,92.0,0.5,1.4,21.4,135190,127667,0,0,81.8157894736842,21.363636363636363,1.3636363636363635,2.0
152,Kepa Arrizabalaga,Arrizabalaga,Bournemouth,Goalkeeper,4.6,106,3.5,3.4,2790,0,0,8,39,0,0,0,3,0,97,7,406,744.4,10.4,4.0,75.8,3.7,0.8,23.0,838119,497680,0,0,73.42105263157895,23.043478260869566,0.7608695652173914,1.0
580,Dean Huijsen,Huijsen,Bournemouth,Defender,4.5,104,2.0,3.2,2422,3,2,7,31,0,0,0,10,0,0,14,449,826.4,217.6,193.0,123.6,5.0,0.4,23.1,1032680,509350,0,0,63.73684210526316,23.11111111111111,0.4444444444444444,2.0
592,Julián Araujo Zúñiga,J.Araujo,Bournemouth,Defender,4.3,12,0.0,1.0,492,0,0,0,10,0,0,0,2,0,0,0,20,56.8,30.6,4.0,9.2,0.1,0.0,2.8,12390,25151,0,0,12.947368421052632,2.7906976744186047,0.0,2.0
599,Will Dennis,Dennis,Bournemouth,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,47964,44408,0,0,0.0,0.0,0.0,1.0
617,Francisco Evanilson de Lima Barbosa,Evanilson,Bournemouth,Forward,5.9,128,2.0,4.1,2317,10,5,11,30,0,0,1,1,1,0,20,487,456.0,331.9,966.0,174.8,8.5,0.3,21.7,2362311,1424881,0,0,60.973684210526315,21.694915254237287,0.3389830508474576,4.0
680,Max Kinsey,Kinsey,Bournemouth,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7631,5215,0,0,0.0,0.0,0.0,2.0
687,Ben Winterburn,Winterburn,Bournemouth,Midfielder,4.5,4,0.5,1.0,22,0,0,0,0,0,0,0,0,0,0,0,14,2.4,0.2,2.0,0.4,0.0,0.1,0.9,3575,2697,0,0,0.5789473684210527,0.8888888888888888,0.1111111111111111,3.0
702,Archie Harris,Harris,Bournemouth,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804,2322,0,0,0.0,0.0,0.0,2.0
707,Remy Rees-Dottin,Rees-Dottin,Bournemouth,Forward,4.5,1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,18771,13803,0,0,0.02631578947368421,0.2222222222222222,0.0,4.0
712,Matai Akinmboni,Akinmboni,Bournemouth,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907,1169,0,0,0.0,0.0,0.0,2.0
713,Julio Soler,Soler,Bournemouth,Defender,3.9,3,1.0,1.0,9,0,0,0,1,0,0,0,0,0,0,0,8,2.2,1.8,0.0,0.4,0.0,0.3,0.8,6116,2877,0,0,0.23684210526315788,0.7692307692307693,0.25641025641025644,2.0
722,Daniel Adu-Adjei,Adu-Adjei,Bournemouth,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9542,5551,0,0,0.0,0.0,0.0,4.0
723,Dominic Sadi,Sadi,Bournemouth,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847,513,0,0,0.0,0.0,0.0,3.0
727,Callan McKenna,McKenna,Bournemouth,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844,976,0,0,0.0,0.0,0.0,1.0
728,Zain Silcott-Duberry,Silcott-Duberry,Bournemouth,Midfielder,4.5,1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,0.0,0.0,0.2,567,367,0,0,0.02631578947368421,0.2222222222222222,0.0,3.0
738,Andoni Iraola,Iraola,Bournemouth,Manager,1.1,82,5.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,5.0,74.5,82168,87250,0,0,0.0,74.54545454545453,5.0,
86,Kristoffer Ajer,Ajer,Brentford,Defender,4.4,39,0.5,1.6,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0.2,0.1,8.9,43811,65694,0,0,37.71052631578947,8.863636363636363,0.11363636363636363,2.0
87,Ethan Brierley,Brierley,Brentford,Midfielder,4.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,14687,16742,0,0,0.0,0.0,0.0,3.0
88,Nathan Collins,Collins,Brentford,Defender,4.6,127,1.5,3.3,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,4.5,0.3,27.6,992798,568992,0,0,90.0,27.608695652173914,0.32608695652173914,2.0
89,Mikkel Damsgaard,Damsgaard,Brentford,Midfielder,4.9,131,2.0,3.4,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,1.2,0.4,26.7,519677,410351,0,0,76.60526315789474,26.734693877551017,0.4081632653061224,3.0
90,Josh Dasilva,Dasilva,Brentford,Midfielder,4.8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,1162,0,0,0.0,0.0,0.0,3.0
91,Mark Flekken,Flekken,Brentford,Goalkeeper,4.5,138,2.5,3.7,3275,0,2,7,55,0,0,0,1,0,153,12,584,1298.4,30.3,0.0,132.5,10.0,0.6,30.7,1835614,1826995,0,0,86.1842105263158,30.666666666666668,0.5555555555555556,1.0
92,Rico Henry,Henry,Brentford,Defender,4.3,4,0.5,0.8,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0.0,0.1,0.9,3031,8361,0,0,2.473684210526316,0.9302325581395349,0.11627906976744186,2.0
93,Aaron Hickey,Hickey,Brentford,Defender,4.3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874,3168,0,0,0.0,0.0,0.0,2.0
94,Vitaly Janelt,Janelt,Brentford,Midfielder,4.8,73,0.0,2.3,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0.2,0.0,15.2,112872,118953,0,0,59.23684210526316,15.208333333333334,0.0,3.0
95,Mathias Jensen,Jensen,Brentford,Midfielder,5.3,38,1.0,1.6,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0.1,0.2,7.2,9229,22220,0,0,22.263157894736842,7.169811320754717,0.18867924528301888,3.0
96,Kim Ji-soo,Ji-soo,Brentford,Defender,3.9,3,0.0,1.0,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0.3,0.0,0.8,50776,51743,0,0,0.7368421052631579,0.7692307692307693,0.0,2.0
97,Yunus Emre Konak,Konak,Brentford,Midfielder,4.4,10,0.0,1.0,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0.1,0.0,2.3,10915,12728,0,0,1.394736842105263,2.2727272727272725,0.0,3.0
98,Keane Lewis-Potter,Lewis-Potter,Brentford,Midfielder,5.0,94,1.5,2.5,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0.1,0.3,18.8,30934,29883,0,0,81.36842105263158,18.8,0.3,3.0
99,Bryan Mbeumo,Mbeumo,Brentford,Midfielder,8.3,236,6.5,6.2,3415,20,9,9,55,0,0,1,3,0,0,29,948,1236.8,1107.5,1060.0,340.8,46.7,0.8,28.4,10656539,6074146,0,0,89.86842105263158,28.433734939759034,0.7831325301204819,3.0
100,Ben Mee,Mee,Brentford,Defender,4.2,9,0.0,1.3,180,0,0,1,4,0,0,0,2,0,0,0,30,36.8,3.0,6.0,4.6,0.3,0.0,2.1,31324,91112,0,0,4.7368421052631575,2.142857142857143,0.0,2.0
101,Christian Nørgaard,Nørgaard,Brentford,Midfielder,4.8,107,6.0,3.1,2820,5,5,6,45,0,0,0,8,1,0,7,580,735.4,333.0,409.0,147.9,0.2,1.3,22.3,68895,64300,0,0,74.21052631578948,22.291666666666668,1.25,3.0
102,Frank Onyeka,Onyeka,Brentford,Midfielder,4.9,2,0.0,1.0,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.4,648,3965,0,0,0.6052631578947368,0.4081632653061224,0.0,3.0
103,Myles Peart-Harris,Peart-Harris,Brentford,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913,4730,0,0,0.0,0.0,0.0,3.0
104,Ethan Pinnock,Pinnock,Brentford,Defender,4.4,47,0.0,2.1,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,0.3,0.0,10.7,187732,211708,0,0,50.31578947368421,10.681818181818182,0.0,2.0
105,Mads Roerslev Rasmussen,Roerslev,Brentford,Defender,4.3,36,0.0,1.9,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,0.1,0.0,8.4,18746,24856,0,0,28.94736842105263,8.372093023255815,0.0,2.0
106,Kevin Schade,Schade,Brentford,Midfielder,5.3,149,2.0,3.9,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,3.3,0.4,28.1,707168,354286,0,0,60.026315789473685,28.11320754716981,0.37735849056603776,3.0
107,Igor Thiago Nascimento Rodrigues,Thiago,Brentford,Forward,5.9,9,1.0,1.1,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0.0,0.2,1.5,4919,6322,0,0,4.394736842105263,1.5254237288135593,0.1694915254237288,4.0
108,Ivan Toney,Toney,Brentford,Forward,7.3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,43376,805864,0,0,0.0,0.0,0.0,4.0
109,Hákon Valdimarsson,Valdimarsson,Brentford,Goalkeeper,3.9,2,0.0,1.0,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,2.9,0.0,0.5,477163,564324,0,0,3.789473684210526,0.5128205128205129,0.0,1.0
110,Yoane Wissa,Wissa,Brentford,Forward,6.9,185,5.5,5.3,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,24.2,0.8,26.8,6186462,3862721,0,0,76.86842105263158,26.81159420289855,0.7971014492753623,4.0
111,Yehor Yarmoliuk,Yarmoliuk,Brentford,Midfielder,4.3,43,2.0,1.4,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,2.3,0.5,10.0,602607,665058,0,0,37.76315789473684,10.0,0.46511627906976744,3.0
112,Mathias Jorgensen,Zanka,Brentford,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4144,0,0,0.0,0.0,0.0,2.0
314,Fábio Freitas Gouveia Carvalho,Carvalho,Brentford,Midfielder,4.5,35,0.0,1.8,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0.4,0.0,7.8,187015,293210,0,0,11.657894736842104,7.777777777777778,0.0,3.0
338,Sepp van den Berg,Van den Berg,Brentford,Defender,4.1,62,1.0,2.0,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,1.5,0.2,15.1,674947,577807,0,0,68.0,15.121951219512196,0.24390243902439027,2.0
602,Ryan Trevitt,Trevitt,Brentford,Midfielder,4.4,1,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0.0,0.0,0.2,9155,10397,0,0,0.07894736842105263,0.22727272727272727,0.0,3.0
634,Gustavo Nunes Fernandes Gomes,G.Nunes,Brentford,Midfielder,4.9,3,0.0,1.0,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0.0,0.0,0.6,591,567,0,0,0.2894736842105263,0.6122448979591836,0.0,3.0
649,Jayden Meghoma,Meghoma,Brentford,Defender,4.0,1,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0.0,0.0,0.2,5922,6248,0,0,0.10526315789473684,0.25,0.0,2.0
661,Tony Yogane,Yogane,Brentford,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806,2649,0,0,0.0,0.0,0.0,3.0
674,Paris Maghoma,Maghoma,Brentford,Midfielder,4.5,8,0.0,1.0,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0.0,0.0,1.8,2058,1510,0,0,2.9473684210526314,1.7777777777777777,0.0,3.0
705,Benjamin Arthur,Arthur,Brentford,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3902,2289,0,0,0.0,0.0,0.0,2.0
752,Thomas Frank,Frank,Brentford,Manager,0.8,116,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15.1,3.7,145.0,50312,45259,0,0,0.0,145.0,3.75,
757,Michael Kayode,Kayode,Brentford,Defender,4.5,27,2.0,2.2,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,0.1,0.4,6.0,21242,7111,0,0,13.763157894736842,6.0,0.4444444444444444,2.0
759,Julian Eyestone,Eyestone,Brentford,Goalkeeper,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851,466,0,0,0.0,0.0,0.0,1.0
780,Iwan Morgan,Morgan,Brentford,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4396,2127,0,0,0.0,0.0,0.0,4.0
786,Benjamin Fredrick,Benjamin Fredrick,Brentford,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,193,0,0,0.0,0.0,0.0,2.0
113,Simon Adingra,Adingra,Brighton,Midfielder,5.1,60,1.5,2.1,1081,2,3,2,23,0,0,0,0,0,0,0,207,212.4,261.9,337.0,80.9,0.3,0.3,11.8,120944,158626,0,0,28.44736842105263,11.764705882352942,0.29411764705882354,3.0
114,Benicio Baker-Boaitey,Baker-Boaitey,Brighton,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,543,0,0,0.0,0.0,0.0,3.0
115,Carlos Baleba,Baleba,Brighton,Midfielder,5.0,87,2.0,2.6,2660,3,1,8,40,0,0,0,6,1,0,7,490,515.4,343.7,193.0,105.2,0.2,0.4,17.4,70991,63444,0,0,70.0,17.4,0.4,3.0
116,Valentín Barco,Barco,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,34254,2012896,0,0,0.0,0.0,0.0,2.0
118,Amario Cozier-Duberry,Cozier-Duberry,Brighton,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560,13783,0,0,0.0,0.0,0.0,3.0
119,Mahmoud Dahoud,Dahoud,Brighton,Midfielder,4.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2993,0,0,0.0,0.0,0.0,3.0
120,Lewis Dunk,Dunk,Brighton,Defender,4.2,44,0.0,1.8,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,2.3,0.0,10.5,764625,1018224,0,0,54.76315789473684,10.476190476190476,0.0,2.0
122,Pervis Estupiñán,Estupiñan,Brighton,Defender,4.9,63,0.5,2.1,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,1.3,0.1,12.9,528145,429681,0,0,63.13157894736842,12.857142857142856,0.1020408163265306,2.0
124,Billy Gilmour,Gilmour,Brighton,Midfielder,5.0,3,0.0,1.5,97,0,0,0,1,0,0,0,0,0,0,0,21,11.4,11.9,2.0,2.5,0.0,0.0,0.6,2640,16637,0,0,2.5526315789473686,0.6,0.0,3.0
125,Pascal Groß,Gross,Brighton,Midfielder,6.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8282,0,0,0.0,0.0,0.0,3.0
126,Jack Hinshelwood,Hinshelwood,Brighton,Midfielder,4.9,89,10.5,3.4,1839,5,3,6,30,0,0,0,5,0,0,8,404,394.6,268.1,304.0,97.0,0.1,2.1,18.2,28419,28532,0,0,48.39473684210526,18.163265306122447,2.142857142857143,3.0
127,Ibrahim Osman,I.Osman,Brighton,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1155,0,0,0.0,0.0,0.0,3.0
128,Igor Julio dos Santos de Paulo,Igor,Brighton,Defender,4.3,18,0.5,1.4,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,0.1,0.1,4.2,13630,21072,0,0,25.236842105263158,4.186046511627907,0.11627906976744186,2.0
129,João Pedro Junqueira de Jesus,João Pedro,Brighton,Forward,5.5,126,0.0,4.7,1946,10,6,6,28,0,0,0,4,1,0,26,516,567.0,456.0,644.0,166.0,8.5,0.0,22.9,5847214,6858157,0,0,51.21052631578947,22.90909090909091,0.0,4.0
130,Kacper Kozłowski,Kozlowski,Brighton,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97,0,0,0.0,0.0,0.0,3.0
131,Tariq Lamptey,Lamptey,Brighton,Defender,4.4,42,0.0,2.8,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,0.2,0.0,9.5,89625,96642,0,0,22.526315789473685,9.545454545454545,0.0,2.0
132,Solly March,March,Brighton,Midfielder,6.5,7,0.0,0.9,161,0,0,0,3,0,0,0,2,0,0,0,25,24.0,59.6,18.0,10.1,0.0,0.0,1.1,10873,9480,0,0,4.2368421052631575,1.0769230769230769,0.0,3.0
133,Adrian Mazilu,Mazilu,Brighton,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720,4139,0,0,0.0,0.0,0.0,3.0
134,James Milner,Milner,Brighton,Midfielder,5.0,6,0.5,1.5,170,0,0,1,1,0,0,0,1,0,0,0,27,28.6,66.3,12.0,10.7,0.0,0.1,1.2,5014,10991,0,0,4.473684210526316,1.2,0.1,3.0
135,Yankuba Minteh,Minteh,Brighton,Midfielder,4.8,102,2.0,3.2,1831,6,5,4,33,0,0,0,6,0,0,8,398,523.8,448.9,615.0,159.1,1.0,0.4,21.2,544644,577396,0,0,48.18421052631579,21.25,0.4166666666666667,3.0
136,Mitoma Kaoru,Mitoma,Brighton,Midfielder,6.3,145,5.0,4.0,2597,10,5,6,40,0,0,0,1,0,0,12,536,670.6,578.0,856.0,210.7,6.3,0.8,23.0,3172728,2925901,0,0,68.34210526315789,23.015873015873016,0.7936507936507937,3.0
137,Jakub Moder,Moder,Brighton,Midfielder,4.4,4,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,17,15.8,36.0,2.0,5.4,0.4,0.0,0.9,173459,177871,0,0,0.23684210526315788,0.9090909090909091,0.0,3.0
138,Mark O’Mahony,O’Mahony,Brighton,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,31158,74186,0,0,0.0,0.0,0.0,4.0
139,Odeluga Offiah,Offiah,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2639,13830,0,0,0.0,0.0,0.0,2.0
140,Cameron Peupion,Peupion,Brighton,Midfielder,4.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10268,12436,0,0,0.0,0.0,0.0,3.0
141,Jeremy Sarmiento Morante,Sarmiento,Brighton,Midfielder,4.9,1,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0.0,0.0,0.2,354,2972,0,0,0.21052631578947367,0.2040816326530612,0.0,3.0
142,Jason Steele,Steele,Brighton,Goalkeeper,4.0,9,0.0,4.5,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0.7,0.0,2.2,300194,351203,0,0,4.7368421052631575,2.25,0.0,1.0
143,Deniz Undav,Undav,Brighton,Forward,5.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1477,0,0,0.0,0.0,0.0,4.0
144,Jan Paul van Hecke,Van Hecke,Brighton,Defender,4.5,87,1.5,2.6,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0.7,0.3,19.3,322311,294037,0,0,77.89473684210526,19.333333333333332,0.3333333333333333,2.0
145,Joël Veltman,Veltman,Brighton,Defender,4.3,59,0.0,2.8,1694,0,0,6,24,0,0,0,5,0,0,7,249,273.0,147.2,59.0,48.1,1.1,0.0,13.7,646181,667942,0,0,44.578947368421055,13.72093023255814,0.0,2.0
146,Bart Verbruggen,Verbruggen,Brighton,Goalkeeper,4.5,103,2.0,2.9,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,2.5,0.4,22.9,807148,622236,0,0,85.26315789473684,22.88888888888889,0.4444444444444444,1.0
147,Adam Webster,Webster,Brighton,Defender,4.3,39,2.5,2.8,885,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,0.1,0.6,9.1,15333,20702,0,0,23.289473684210527,9.069767441860465,0.5813953488372093,2.0
148,Danny Welbeck,Welbeck,Brighton,Forward,5.5,125,2.5,4.2,2109,10,5,7,37,0,0,0,5,0,0,21,484,550.2,331.3,676.0,155.8,6.9,0.5,22.7,4226056,3901262,0,0,55.5,22.727272727272727,0.45454545454545453,4.0
149,Mats Wieffer,Wieffer,Brighton,Midfielder,4.7,52,2.0,2.1,1003,1,5,2,22,0,0,0,6,0,0,4,243,328.8,230.4,129.0,68.5,0.1,0.4,11.1,17416,22295,0,0,26.394736842105264,11.063829787234042,0.425531914893617,3.0
595,Brajan Gruda,Gruda,Brighton,Midfielder,5.4,45,4.0,2.1,676,1,4,1,15,0,0,0,0,0,0,1,176,196.6,311.6,187.0,69.1,0.1,0.7,8.3,7431,5258,0,0,17.789473684210527,8.333333333333332,0.7407407407407407,3.0
600,Yasin Ayari,Ayari,Brighton,Midfielder,5.0,74,5.0,2.2,1958,2,1,7,28,0,0,0,4,0,0,3,358,363.2,507.5,247.0,111.7,0.1,1.0,14.8,9500,7123,0,0,51.526315789473685,14.8,1.0,3.0
601,Andrew Moran,Moran,Brighton,Midfielder,5.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,534,0,0,0.0,0.0,0.0,3.0
615,Carl Rushworth,Rushworth,Brighton,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,12682,11012,0,0,0.0,0.0,0.0,1.0
618,Georginio Rutter,Georginio,Brighton,Midfielder,5.0,95,0.0,3.4,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,0.3,0.0,19.0,360345,341583,0,0,43.44736842105263,19.0,0.0,3.0
628,Ferdi Kadioglu,F.Kadıoğlu,Brighton,Defender,4.4,19,0.0,3.2,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0.1,0.0,4.3,74231,72494,0,0,10.131578947368421,4.3181818181818175,0.0,2.0
629,Matt O'Riley,O'Riley,Brighton,Midfielder,5.5,50,5.0,2.4,929,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219.0,75.3,0.0,0.9,9.1,20543,18525,0,0,24.44736842105263,9.090909090909092,0.9090909090909091,3.0
663,Imari Samuels,Samuels,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5264,5277,0,0,0.0,0.0,0.0,2.0
668,Killian Cahill,Cahill,Brighton,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,183556,101541,0,0,0.0,0.0,0.0,1.0
681,Ruairi McConville,McConville,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473,1598,0,0,0.0,0.0,0.0,2.0
685,Jacob Slater,Slater,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069,2307,0,0,0.0,0.0,0.0,2.0
