id,name,web_name,team,position,cost,total_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,selected_by_percent,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,minutes_per_game,cost_efficiency,form_per_cost,position_encoded
714,Diego Gómez,Gómez,Brighton,Midfielder,5.5,30,6.0,1.9,507,1,1,0,13,0,0,0,0,0,0,2,130,124.2,143.2,69.0,33.6,0.0,1.1,5.5,2664,1792,0,0,13.342105263157896,5.454545454545454,1.0909090909090908,3.0
739,Fabian Hürzeler,Hürzeler,Brighton,Manager,1.1,119,14.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.3,13.2,108.2,67399,31537,0,0,0.0,108.18181818181817,13.18181818181818,
758,Joe Knight,Knight,Brighton,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,377,0,0,0.0,0.0,0.0,3.0
763,Eiran Cashin,Cashin,Brighton,Defender,4.5,1,0.0,0.5,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,0.0,0.0,0.2,2334,1469,0,0,0.5,0.2222222222222222,0.0,2.0
791,Charlie Tasker,Charlie Tasker,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,108,0,0,0.0,0.0,0.0,2.0
794,Freddie Simmonds,Freddie Simmonds,Brighton,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,64,0,0,0.0,0.0,0.0,2.0
795,Harry Howell,Harry Howell,Brighton,Midfielder,4.5,1,0.5,1.0,6,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.9,6.0,0.9,0.0,0.1,0.2,157,48,0,0,0.15789473684210525,0.2222222222222222,0.1111111111111111,3.0
150,Andrey Nascimento dos Santos,Andrey Santos,Chelsea,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,631,0,0,0.0,0.0,0.0,3.0
151,Ângelo Gabriel Borges Damaceno,Ângelo,Chelsea,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5940,30655,0,0,0.0,0.0,0.0,3.0
153,Benoît Badiashile,B.Badiashile,Chelsea,Defender,4.2,7,0.0,1.4,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,0.1,0.0,1.7,12686,22025,0,0,8.736842105263158,1.6666666666666665,0.0,2.0
154,Lucas Bergström,Bergström,Chelsea,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,25963,28478,0,0,0.0,0.0,0.0,1.0
155,Marcus Bettinelli,Bettinelli,Chelsea,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,34216,36904,0,0,0.0,0.0,0.0,1.0
157,Moisés Caicedo Corozo,Caicedo,Chelsea,Midfielder,4.9,98,2.5,2.6,3351,1,4,12,42,0,0,0,11,0,0,4,650,627.6,568.8,95.0,129.2,1.0,0.5,20.0,294654,289677,0,0,88.1842105263158,20.0,0.5102040816326531,3.0
158,Cesare Casadei,Casadei,Chelsea,Midfielder,4.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23729,31224,0,0,0.0,0.0,0.0,3.0
159,Trevoh Chalobah,Chalobah,Chelsea,Defender,4.4,93,0.0,3.7,1969,3,1,6,25,0,0,0,3,0,0,11,379,496.4,124.2,222.0,84.6,0.7,0.0,21.1,279303,230679,0,0,51.81578947368421,21.136363636363633,0.0,2.0
161,Carney Chukwuemeka,Chukwuemeka,Chelsea,Midfielder,4.7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4843,8839,0,0,0.0,0.0,0.0,3.0
162,Levi Colwill,Colwill,Chelsea,Defender,4.4,109,10.5,3.1,3150,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185.0,109.4,2.4,2.4,24.8,1105860,958654,0,0,82.89473684210526,24.77272727272727,2.3863636363636362,2.0
163,Marc Cucurella Saseta,Cucurella,Chelsea,Defender,5.4,133,11.5,3.7,2988,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358.0,137.9,11.8,2.1,24.6,2224687,1662071,0,0,78.63157894736842,24.62962962962963,2.1296296296296293,2.0
164,David Datro Fofana,D.D.Fofana,Chelsea,Forward,5.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4727,15354,0,0,0.0,0.0,0.0,4.0
165,Deivid Washington de Souza Eugênio,Deivid,Chelsea,Forward,4.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,17623,23659,0,0,0.0,0.0,0.0,4.0
166,Kiernan Dewsbury-Hall,Dewsbury-Hall,Chelsea,Midfielder,5.5,18,0.5,1.4,257,0,1,0,3,0,0,0,0,0,0,1,71,57.4,47.4,21.0,12.6,0.1,0.1,3.3,8266,28271,0,0,6.7631578947368425,3.272727272727273,0.09090909090909091,3.0
168,Enzo Fernández,Enzo,Chelsea,Midfielder,4.7,135,3.0,3.8,2943,6,8,10,37,0,0,0,8,0,0,11,691,761.6,1131.6,517.0,241.3,4.1,0.6,28.7,1865471,1635475,0,0,77.44736842105263,28.72340425531915,0.6382978723404255,3.0
169,Conor Gallagher,Gallagher,Chelsea,Midfielder,5.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1567,72833,0,0,0.0,0.0,0.0,3.0
170,Alfie Gilchrist,Gilchrist,Chelsea,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7629,0,0,0.0,0.0,0.0,2.0
171,Malo Gusto,Gusto,Chelsea,Defender,4.9,60,1.0,1.9,1853,0,1,4,26,0,0,0,4,0,0,2,285,336.8,394.6,147.0,87.9,1.4,0.2,12.2,368106,563610,0,0,48.76315789473684,12.244897959183673,0.2040816326530612,2.0
172,Reece James,James,Chelsea,Defender,4.8,54,8.0,2.8,1057,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56.0,46.7,1.1,1.7,11.2,297018,211689,0,0,27.81578947368421,11.25,1.6666666666666667,2.0
173,Omari Kellyman,Kellyman,Chelsea,Midfielder,4.3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,16024,14665,0,0,0.0,0.0,0.0,3.0
174,Roméo Lavia,Lavia,Chelsea,Midfielder,4.5,26,1.0,1.6,792,0,1,3,11,0,0,0,4,0,0,0,125,113.2,121.7,7.0,24.4,0.4,0.2,5.8,191344,265669,0,0,20.842105263157894,5.777777777777778,0.2222222222222222,3.0
175,Romelu Lukaku Bolingoli,Lukaku,Chelsea,Forward,6.3,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8049,61765,0,0,0.0,0.0,0.0,4.0
176,Malang Sarr,M.Sarr,Chelsea,Defender,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,457,0,0,0.0,0.0,0.0,2.0
177,Noni Madueke,Madueke,Chelsea,Midfielder,6.0,120,3.0,3.8,2028,7,5,6,28,0,0,0,3,0,0,12,425,479.2,475.1,998.0,195.3,3.2,0.5,20.0,2492829,2378242,0,0,53.36842105263158,20.0,0.5,3.0
178,Marc Guiu Paz,Marc Guiu,Chelsea,Forward,4.7,3,0.0,1.0,71,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6.0,2.2,0.5,0.0,0.6,114268,161747,0,0,1.868421052631579,0.6382978723404255,0.0,4.0
179,Mykhailo Mudryk,Mudryk,Chelsea,Midfielder,6.1,7,0.0,1.0,145,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31.0,8.5,0.2,0.0,1.1,18933,44003,0,0,3.8157894736842106,1.1475409836065575,0.0,3.0
180,Nicolas Jackson,N.Jackson,Chelsea,Forward,7.7,121,0.0,4.0,2220,10,6,11,24,0,0,0,7,1,0,17,417,546.4,368.3,976.0,187.4,6.2,0.0,15.7,5372437,5139743,0,0,58.421052631578945,15.714285714285714,0.0,4.0
181,Christopher Nkunku,Nkunku,Chelsea,Midfielder,5.7,60,0.0,2.2,904,3,2,2,16,0,0,0,2,0,0,5,190,230.2,204.9,339.0,77.1,2.0,0.0,10.5,423231,1768345,0,0,23.789473684210527,10.526315789473683,0.0,3.0
182,Cole Palmer,Palmer,Chelsea,Midfielder,10.5,214,2.5,5.8,3193,15,10,10,41,0,0,1,7,0,0,35,952,1068.2,1259.2,1052.0,338.0,34.3,0.2,20.4,7552330,7950784,0,0,84.02631578947368,20.38095238095238,0.23809523809523808,3.0
183,Đorđe Petrović,Petrović,Chelsea,Goalkeeper,4.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2753,64997,0,0,0.0,0.0,0.0,1.0
184,Renato Palma Veiga,Renato Veiga,Chelsea,Midfielder,4.4,7,0.0,1.0,176,0,0,1,2,0,0,0,2,0,0,0,22,30.4,9.2,19.0,5.9,0.1,0.0,1.6,41967,45887,0,0,4.631578947368421,1.5909090909090908,0.0,3.0
185,Robert Sánchez,Sánchez,Chelsea,Goalkeeper,4.5,126,6.0,3.9,2880,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0.0,77.5,6.2,1.3,28.0,2374350,2101220,0,0,75.78947368421052,28.0,1.3333333333333333,1.0
187,Tosin Adarabioyo,Tosin,Chelsea,Defender,4.2,71,7.0,3.2,1403,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92.0,49.6,0.3,1.7,16.9,101592,94547,0,0,36.921052631578945,16.904761904761905,1.6666666666666665,2.0
189,Wesley Fofana,W.Fofana,Chelsea,Defender,4.3,26,0.0,1.9,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,0.2,0.0,6.0,86707,109766,0,0,30.842105263157894,6.046511627906977,0.0,2.0
386,Jadon Sancho,Sancho,Chelsea,Midfielder,6.2,86,1.5,2.8,1754,3,5,7,24,0,0,0,2,0,0,3,367,340.0,523.2,414.0,127.5,0.9,0.2,13.9,513047,498708,0,0,46.1578947368421,13.870967741935484,0.24193548387096772,3.0
560,Pedro Lomba Neto,Neto,Chelsea,Midfielder,6.1,104,4.5,3.0,2262,4,6,8,25,0,0,0,8,0,0,9,434,492.0,762.7,545.0,180.0,1.4,0.7,17.0,588496,571738,0,0,59.526315789473685,17.049180327868854,0.7377049180327869,3.0
575,Caleb Wiley,Wiley,Chelsea,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3964,0,0,0.0,0.0,0.0,2.0
581,Filip Jørgensen,Jørgensen,Chelsea,Goalkeeper,4.2,18,0.0,3.0,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,0.4,0.0,4.3,122385,123731,0,0,14.210526315789474,4.285714285714286,0.0,1.0
621,João Félix Sequeira,João Félix,Chelsea,Midfielder,5.9,24,0.0,2.0,362,1,2,1,4,0,0,0,2,0,0,0,90,88.0,95.4,141.0,32.3,0.4,0.0,4.1,163911,170986,0,0,9.526315789473685,4.067796610169491,0.0,3.0
695,Samuel Rak-Sakyi,Rak-Sakyi,Chelsea,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694,502,0,0,0.0,0.0,0.0,3.0
696,Tyrique George,George,Chelsea,Midfielder,4.5,17,1.5,2.1,177,1,1,1,0,0,0,0,1,0,0,0,55,67.4,72.7,32.0,17.1,0.0,0.3,3.8,4403,2304,0,0,4.657894736842105,3.7777777777777777,0.3333333333333333,3.0
697,Josh Acheampong,Acheampong,Chelsea,Defender,4.0,4,0.0,1.0,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,0.1,0.0,1.0,14436,10420,0,0,4.421052631578948,1.0,0.0,2.0
740,Enzo Maresca,Maresca,Chelsea,Manager,1.5,94,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.7,6.0,62.7,70327,37890,0,0,0.0,62.666666666666664,6.0,
771,Mathis Amougou,Amougou,Chelsea,Midfielder,4.5,1,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.9,0.0,0.2,0.0,0.0,0.2,412,240,0,0,0.18421052631578946,0.2222222222222222,0.0,3.0
774,Aaron Anselmino,Anselmino,Chelsea,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,304,0,0,0.0,0.0,0.0,2.0
781,Shumaira Mheuka,Mheuka,Chelsea,Forward,4.5,1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,0.0,0.0,0.2,5840,3217,0,0,0.02631578947368421,0.2222222222222222,0.0,4.0
782,Ishé Samuels-Smith,Samuels-Smith,Chelsea,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,181,0,0,0.0,0.0,0.0,2.0
787,Genesis Antwi,Genesis Antwi,Chelsea,Defender,4.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,113,0,0,0.0,0.0,0.0,2.0
11,Eddie Nketiah,Nketiah,Crystal Palace,Forward,5.9,53,7.0,1.8,1018,3,2,2,17,0,0,0,4,1,0,4,186,192.2,163.7,475.0,82.5,0.7,1.2,9.0,332394,321499,0,0,26.789473684210527,8.983050847457626,1.1864406779661016,4.0
160,Ben Chilwell,Chilwell,Crystal Palace,Defender,4.6,13,3.5,1.6,254,1,0,0,4,0,0,0,1,0,0,0,54,99.6,69.2,37.0,20.7,0.5,0.8,2.8,56707,110689,0,0,6.684210526315789,2.8260869565217392,0.7608695652173914,2.0
190,Naouirou Ahamada,Ahamada,Crystal Palace,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6178,35185,0,0,0.0,0.0,0.0,3.0
193,Cheick Doucouré,C.Doucouré,Crystal Palace,Midfielder,4.8,19,0.0,1.5,443,0,1,1,6,0,0,0,1,0,0,0,71,58.6,25.7,23.0,10.8,0.0,0.0,4.0,12980,20016,0,0,11.657894736842104,3.9583333333333335,0.0,3.0
194,Chris Richards,C.Richards,Crystal Palace,Defender,4.4,68,1.5,2.8,1921,1,1,7,31,0,0,0,2,1,0,2,249,470.8,45.0,181.0,69.6,0.2,0.3,15.5,39594,40987,0,0,50.55263157894737,15.454545454545453,0.3409090909090909,2.0
195,Chadi Riad Dnanou,Chadi Riad,Crystal Palace,Defender,4.3,1,0.0,1.0,90,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,0.0,0.0,0.2,2767,14454,0,0,2.3684210526315788,0.23255813953488372,0.0,2.0
196,Nathaniel Clyne,Clyne,Crystal Palace,Defender,4.3,18,0.0,1.4,477,0,0,1,11,0,0,0,1,0,0,0,48,66.6,51.8,8.0,12.4,0.1,0.0,4.2,10509,15927,0,0,12.552631578947368,4.186046511627907,0.0,2.0
197,Malcolm Ebiowei,Ebiowei,Crystal Palace,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,481,0,0,0.0,0.0,0.0,3.0
199,Eberechi Eze,Eze,Crystal Palace,Midfielder,7.0,148,4.5,4.4,2588,8,8,10,34,0,0,1,1,0,0,15,605,685.0,849.2,691.0,222.4,14.6,0.6,21.1,3030839,4722130,0,0,68.10526315789474,21.142857142857142,0.6428571428571429,3.0
200,Marc Guéhi,Guéhi,Crystal Palace,Defender,4.7,116,0.0,3.4,3059,3,2,11,42,3,0,0,7,1,0,11,492,827.0,237.6,247.0,131.0,5.7,0.0,24.7,1349618,1494548,0,0,80.5,24.680851063829785,0.0,2.0
201,Dean Henderson,Henderson,Crystal Palace,Goalkeeper,4.6,135,1.5,3.6,3420,0,0,11,51,0,1,0,3,0,104,8,466,853.6,30.0,4.0,88.6,11.7,0.3,29.3,1875205,2293286,0,0,90.0,29.347826086956523,0.32608695652173914,1.0
202,Rob Holding,Holding,Crystal Palace,Defender,4.2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3729,10465,0,0,0.0,0.0,0.0,2.0
203,Will Hughes,Hughes,Crystal Palace,Midfielder,4.9,67,2.0,2.0,2100,0,4,10,31,0,0,0,11,0,0,3,278,335.2,462.6,90.0,87.5,0.0,0.4,13.7,14203,16110,0,0,55.26315789473684,13.673469387755102,0.4081632653061224,3.0
205,Daichi Kamada,Kamada,Crystal Palace,Midfielder,5.1,45,1.5,1.3,1545,0,0,3,27,0,0,0,4,1,0,0,246,219.2,314.1,145.0,68.2,0.1,0.3,8.8,16667,62189,0,0,40.6578947368421,8.823529411764707,0.29411764705882354,3.0
206,Jefferson Lerma Solís,Lerma,Crystal Palace,Midfielder,4.8,58,2.0,1.8,2270,0,1,6,36,0,0,0,9,0,0,2,326,401.4,190.2,197.0,78.7,0.1,0.4,12.1,14286,16376,0,0,59.73684210526316,12.083333333333334,0.4166666666666667,3.0
207,Jean-Philippe Mateta,Mateta,Crystal Palace,Forward,7.5,150,1.5,4.1,2642,14,2,9,37,0,0,0,2,0,0,27,576,671.6,405.4,800.0,187.3,8.3,0.2,20.0,4153805,3894652,0,0,69.52631578947368,20.0,0.2,4.0
208,Matheus França de Oliveira,M.França,Crystal Palace,Midfielder,4.4,9,1.0,2.2,52,1,0,0,0,0,0,0,0,0,0,0,34,48.4,1.2,66.0,11.5,0.2,0.2,2.0,125961,120611,0,0,1.368421052631579,2.0454545454545454,0.22727272727272727,3.0
209,Remi Matthews,Matthews,Crystal Palace,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,38649,92806,0,0,0.0,0.0,0.0,1.0
210,Tyrick Mitchell,Mitchell,Crystal Palace,Defender,4.8,123,2.5,3.3,3090,0,6,12,46,0,0,0,2,0,0,4,455,630.8,559.1,170.0,136.2,2.1,0.5,25.6,412152,434799,0,0,81.3157894736842,25.625,0.5208333333333334,2.0
211,Daniel Muñoz,Muñoz,Crystal Palace,Defender,5.2,142,1.5,3.8,3229,4,6,11,46,0,0,0,10,0,0,9,480,816.6,634.2,524.0,197.6,19.3,0.3,27.3,3673253,1971404,0,0,84.97368421052632,27.307692307692307,0.28846153846153844,2.0
212,David Ozoh,Ozoh,Crystal Palace,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,313,0,0,0.0,0.0,0.0,3.0
213,Jesurun Rak-Sakyi,Rak-Sakyi,Crystal Palace,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755,19767,0,0,0.0,0.0,0.0,3.0
214,Jeffrey Schlupp,Schlupp,Crystal Palace,Midfielder,4.6,12,0.0,1.0,95,0,0,0,3,0,0,0,0,0,0,0,43,22.8,42.9,46.0,11.0,0.0,0.0,2.6,10674,18423,0,0,2.5,2.608695652173913,0.0,3.0
215,Joel Ward,Ward,Crystal Palace,Defender,4.3,1,0.0,0.5,71,0,0,0,2,0,0,0,1,0,0,0,-3,5.8,10.3,0.0,1.6,0.1,0.0,0.2,5123,14353,0,0,1.868421052631579,0.23255813953488372,0.0,2.0
216,Adam Wharton,Wharton,Crystal Palace,Midfielder,4.7,42,0.0,2.1,1314,0,2,4,21,0,0,0,2,0,0,0,244,261.2,381.4,69.0,71.2,0.1,0.0,8.9,23205,58123,0,0,34.578947368421055,8.936170212765957,0.0,3.0
445,Matt Turner,Turner,Crystal Palace,Goalkeeper,3.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,321661,1380507,0,0,0.0,0.0,0.0,1.0
585,Ismaïla Sarr,I.Sarr,Crystal Palace,Midfielder,5.5,149,7.0,3.9,2708,8,7,10,39,0,0,0,4,0,0,14,542,675.0,618.0,866.0,215.9,5.3,1.3,27.1,2403131,1870962,0,0,71.26315789473684,27.09090909090909,1.2727272727272727,3.0
644,Franco Umeh-Chibueze,Umeh-Chibueze,Crystal Palace,Midfielder,4.4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400,6492,0,0,0.0,0.0,0.0,3.0
645,Justin Devenny,Devenny,Crystal Palace,Midfielder,4.5,34,2.5,1.5,494,1,1,0,8,0,0,0,1,0,0,1,129,138.8,101.8,90.0,33.2,0.1,0.6,7.6,41584,34933,0,0,13.0,7.555555555555555,0.5555555555555556,3.0
646,Asher Agbinone,Agbinone,Crystal Palace,Midfielder,4.5,2,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.6,1.0,1.5,0.0,0.0,0.4,9074,8035,0,0,0.10526315789473684,0.4444444444444444,0.0,3.0
647,Kaden Rodney,Rodney,Crystal Palace,Midfielder,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797,4004,0,0,0.0,0.0,0.0,3.0
650,Maxence Lacroix,Lacroix,Crystal Palace,Defender,4.5,114,1.5,3.3,3116,1,2,11,45,0,0,0,5,0,0,9,463,723.8,113.7,277.0,111.4,0.9,0.3,25.3,224879,141184,0,0,82.0,25.333333333333332,0.3333333333333333,2.0
666,Caleb Kporha,Kporha,Crystal Palace,Defender,4.0,2,0.0,1.0,11,0,0,0,1,0,0,0,0,0,0,0,1,8.0,4.6,0.0,1.3,0.0,0.0,0.5,6072,5226,0,0,0.2894736842105263,0.5,0.0,2.0
676,Zach Marsh,Marsh,Crystal Palace,Forward,4.5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,90714,71865,0,0,0.0,0.0,0.0,4.0
730,Romain Esse,Esse,Crystal Palace,Midfielder,4.7,22,5.0,3.1,138,1,2,0,3,0,0,0,0,0,0,3,72,74.8,38.4,51.0,16.4,0.1,1.1,4.7,22951,18038,0,0,3.6315789473684212,4.680851063829787,1.0638297872340425,3.0
741,Oliver Glasner,Glasner,Crystal Palace,Manager,0.8,128,9.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9,11.9,160.0,217927,141220,0,0,0.0,160.0,11.875,
156,Armando Broja,Broja,Everton,Forward,5.3,12,0.0,1.2,327,0,0,2,2,0,0,0,1,0,0,0,23,20.2,53.8,43.0,10.9,0.1,0.0,2.3,13420,19014,0,0,8.605263157894736,2.2641509433962264,0.0,4.0
217,Abdoulaye Doucouré,A.Doucoure,Everton,Midfielder,5.1,94,2.0,2.8,2563,3,2,11,33,0,0,0,3,1,0,5,333,352.6,379.4,348.0,107.6,0.5,0.4,18.4,164611,165308,0,0,67.44736842105263,18.43137254901961,0.3921568627450981,3.0
218,Norberto Bercique Gomes Betuncal,Beto,Everton,Forward,4.8,87,2.0,2.9,1521,8,0,4,24,0,0,0,2,0,0,11,295,373.2,163.9,666.0,119.5,3.9,0.4,18.1,1436358,1072086,0,0,40.026315789473685,18.125,0.4166666666666667,4.0
219,Jarrad Branthwaite,Branthwaite,Everton,Defender,4.9,88,3.0,2.9,2509,0,1,9,28,0,0,0,4,0,0,3,420,624.6,57.7,130.0,81.3,1.9,0.6,18.0,382261,419180,0,0,66.02631578947368,17.959183673469386,0.6122448979591836,2.0
220,Dominic Calvert-Lewin,Calvert-Lewin,Everton,Forward,5.4,63,1.0,2.4,1602,3,2,8,18,0,0,0,2,0,0,3,157,200.2,126.1,573.0,89.2,1.0,0.2,11.7,1022531,1136648,0,0,42.1578947368421,11.666666666666666,0.18518518518518517,4.0
221,Séamus Coleman,Coleman,Everton,Defender,4.3,5,0.5,1.0,214,0,0,0,4,0,0,0,1,0,0,0,17,42.4,3.8,23.0,7.1,0.0,0.1,1.2,6327,8964,0,0,5.631578947368421,1.1627906976744187,0.11627906976744186,2.0
222,Idrissa Gueye,Gana,Everton,Midfielder,4.8,89,2.5,2.4,3063,0,3,12,39,0,0,0,9,0,0,5,505,522.0,327.2,117.0,96.6,0.2,0.5,18.5,115257,106249,0,0,80.60526315789474,18.541666666666668,0.5208333333333334,3.0
223,James Garner,Garner,Everton,Midfielder,4.9,42,2.0,2.0,1590,0,1,5,19,0,0,0,5,0,0,0,244,264.8,248.2,93.0,60.4,0.0,0.4,8.6,3724,4907,0,0,41.8421052631579,8.571428571428571,0.4081632653061224,3.0
224,Jack Harrison,Harrison,Everton,Midfielder,5.2,81,2.0,2.4,2068,1,3,7,27,0,0,0,0,0,0,4,291,277.0,527.7,288.0,108.6,0.2,0.4,15.6,44264,49932,0,0,54.421052631578945,15.576923076923077,0.3846153846153846,3.0
225,Mason Holgate,Holgate,Everton,Defender,4.0,1,0.0,1.0,5,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,11786,52358,0,0,0.13157894736842105,0.25,0.0,2.0
226,Tim Iroegbunam,Iroegbunam,Everton,Midfielder,4.3,22,0.0,1.2,562,0,1,0,16,0,0,0,4,0,0,0,82,122.2,40.9,32.0,19.6,0.6,0.0,5.1,278892,252681,0,0,14.789473684210526,5.116279069767442,0.0,3.0
227,João Neves Virgínia,J.Virginia,Everton,Goalkeeper,3.8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132962,92376,0,0,0.0,0.0,0.0,1.0
228,Michael Keane,Keane,Everton,Defender,3.8,48,3.5,3.4,1046,3,0,3,20,0,0,0,5,0,0,4,139,306.6,23.2,123.0,45.4,4.3,0.9,12.6,1676451,1471444,0,0,27.526315789473685,12.631578947368421,0.9210526315789475,2.0
229,Neal Maupay,Maupay,Everton,Forward,4.9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20402,164668,0,0,0.0,0.0,0.0,4.0
